ISLAND,TRANSECTID,OCC_SITEID,REA_SITE,SITE_DEPTH_M,LATITUDE,LONGITUDE,REGION,STATUS,INSTRUMENTS
TIM,,OCC-TIM-017,DIL-02,6.1,-8.55484,125.49929,CORALTRI,Inactive,STR
TIN,,OCC-TIN-001,TIN-06,12.2,15.08043,145.6214,CNMI,Active,"STR, CAU"
TIN,TIN-E,OCC-TIN-002,TIN-01,18.3,15.03461,145.65132,CNMI,Active,CAU
TIN,TIN-E,OCC-TIN-003,TIN-01,11,15.03475,145.65113,CNMI,Active,STR
TIN,,OCC-TIN-004,TIN-02,13.1,14.94079,145.62794,CNMI,Active,CAU
TIN,,OCC-TIN-005,TIN-03,10.1,14.99062,145.60291,CNMI,Active,CAU
TIN,TIN-E,OCC-TIN-006,TIN-153,5.8,15.03549,145.65074,CNMI,Inactive,STR
TIN,,OCC-TIN-007,TIN-04,11.9,14.94783,145.66305,CNMI,Inactive,CAU
TUT,TUT-NE,OCC-TUT-001,TUT-72,24.1,-14.24456,-170.66017,AMSM,Active,STR
TUT,TUT-NE,OCC-TUT-002,TUT-72,14.6,-14.24473,-170.66011,AMSM,Active,"STR, EAR, ANCHOR, CAU"
TUT,TUT-NE,OCC-TUT-003,TUT-5006,6.1,-14.24558,-170.66046,AMSM,Active,STR
TUT,,OCC-TUT-004,TUT-05,13.7,-14.25184,-170.62355,AMSM,Inactive,CAU
TUT,,OCC-TUT-005,TUT-17,12.8,-14.24606,-170.57182,AMSM,Active,CAU
TUT,TUT-E,OCC-TUT-006,TUT-73,24.4,-14.28529,-170.56428,AMSM,Active,STR
TUT,TUT-E,OCC-TUT-007,TUT-16,15.8,-14.28521,-170.56401,AMSM,Active,"STR, CAU"
TUT,TUT-E,OCC-TUT-008,TUT-73,5.5,-14.28531,-170.56387,AMSM,Active,STR
TUT,,OCC-TUT-009,TUT-02,13.7,-14.27782,-170.60721,AMSM,Active,CAU
TUT,TUT-S,OCC-TUT-010,TUT-513,24.7,-14.28866,-170.63454,AMSM,Active,STR
TUT,TUT-S,OCC-TUT-011,TUT-513,15.2,-14.28841,-170.63456,AMSM,Active,"STR, EAR, ANCHOR"
TUT,TUT-S,OCC-TUT-012,TUT-01,13.1,-14.28443,-170.63793,AMSM,Active,CAU
TUT,TUT-S,OCC-TUT-013,TUT-5007,0.6,-14.28308,-170.63879,AMSM,Active,STR
TUT,,OCC-TUT-014,TUT-1003,25,-14.31097,-170.64228,AMSM,Active,STR
TUT,,OCC-TUT-015,TUT-71,16.2,-14.33654,-170.70407,AMSM,Active,CAU
TUT,TUT-SW,OCC-TUT-016,TUT-2347,25,-14.36339,-170.76386,AMSM,Active,"STR, ANCHOR"
TUT,TUT-SW,OCC-TUT-017,TUT-75,14.3,-14.36347,-170.76314,AMSM,Active,"STR, CAU"
TUT,TUT-SW,OCC-TUT-018,TUT-75,5.8,-14.36311,-170.76305,AMSM,Active,STR
TUT,TUT-SW,OCC-TUT-019,TUT-1050,0.9,-14.36261,-170.76287,AMSM,Active,STR
TUT,TUT-W,OCC-TUT-020,TUT-06,14,-14.32808,-170.8319,AMSM,Inactive,CAU
TUT,TUT-NW,OCC-TUT-021,TUT-74,25,-14.29448,-170.81198,AMSM,Active,STR
TUT,TUT-NW,OCC-TUT-022,TUT-74,13.7,-14.29464,-170.812,AMSM,Active,"STR, CTD, PH, ADP, CAU"
TUT,TUT-NW,OCC-TUT-023,TUT-08,13.7,-14.29173,-170.78057,AMSM,Active,CAU
TUT,TUT-NW,OCC-TUT-024,TUT-74,5.5,-14.29493,-170.81196,AMSM,Active,STR
TUT,,OCC-TUT-025,TUT-19,15.5,-14.28323,-170.72801,AMSM,Active,CAU
TUT,TUT-N,OCC-TUT-026,TUT-5008,24.1,-14.28142,-170.72474,AMSM,Active,STR
TUT,TUT-N,OCC-TUT-027,TUT-5009,15.5,-14.28152,-170.72462,AMSM,Active,"STR, ANCHOR"
TUT,TUT-N,OCC-TUT-028,TUT-5010,5.2,-14.28176,-170.72444,AMSM,Active,STR
TUT,,OCC-TUT-029,TUT-13,14.6,-14.26046,-170.71187,AMSM,Active,CAU
TUT,TUT-S,OCC-TUT-030,TUT-5011,5.2,-14.28352,-170.63796,AMSM,Active,STR
TUT,,OCC-TUT-031,TUT-4162,2.4,-14.29143,-170.68072,AMSM,Inactive,"ADP, ANCHOR, BATTERY, SBE37"
TUT,,OCC-TUT-032,TUT-5012,14.9,-14.28977,-170.67895,AMSM,Inactive,"ADP, ANCHOR, BATTERY, SBE37"
TUT,,OCC-TUT-033,TUT-704,13.4,-14.29298,-170.67515,AMSM,Inactive,"WTR, ANCHOR"
TUT,,OCC-TUT-034,TUT-5013,0.6,-14.29132,-170.68251,AMSM,Inactive,"ADP, BATTERY, ANCHOR, SBE37"
TUT,,OCC-TUT-035,TUT-5014,0.3,-14.2815,-170.72461,AMSM,Inactive,SST-STR
TUT,,OCC-TUT-036,TUT-2347,0.3,-14.36335,-170.76379,AMSM,Inactive,SST-STR
TUT,,OCC-TUT-037,TUT-1987,0.2,-14.3667,-170.76326,AMSM,Inactive,SST-STR
TUT,TUT-SW,OCC-TUT-038,TUT-1987,18.6,-14.3667,-170.76326,AMSM,Inactive,"STR, ANCHOR"
TUT,TUT-SSW,OCC-TUT-039,TUT-5015,32.6,-14.37496,-170.75804,AMSM,Inactive,STR
TUT,,OCC-TUT-040,TUT-5016,0.2,-14.32833,-170.83349,AMSM,Inactive,SST-STR
TUT,TUT-W,OCC-TUT-041,TUT-5017,27.7,-14.32833,-170.83349,AMSM,Inactive,"STR, ANCHOR"
TUT,TUT-SSW,OCC-TUT-042,TUT-5018,22,-14.37493,-170.75826,AMSM,Inactive,"WTR, ANCHOR, RCM"
TUT,,OCC-TUT-043,TUT-5019,0.2,-14.28366,-170.56227,AMSM,Inactive,"SST-STR, STR"
TUT,TUT-E,OCC-TUT-044,TUT-5020,8.5,-14.28366,-170.56227,AMSM,Inactive,"STR, ANCHOR"
TUT,,OCC-TUT-045,TUT-05,5.8,-14.25191,-170.62378,AMSM,Inactive,STR
TUT,,OCC-TUT-046,TUT-5021,0.2,-14.28458,-170.72266,AMSM,Inactive,SST-STR
TUT,,OCC-TUT-047,TUT-5022,14.6,-14.28458,-170.72266,AMSM,Inactive,"STR, ANCHOR"
TUT,,OCC-TUT-048,TUT-368,17.7,-14.27158,-170.72339,AMSM,Inactive,"EAR, STR, ANCHOR"
TUT,,OCC-TUT-049,TUT-368,30.5,-14.27151,-170.72362,AMSM,Inactive,STR
TUT,,OCC-TUT-050,TUT-1418,16.7,-14.36329,-170.76361,AMSM,Inactive,"EAR, STR"
TUT,,OCC-TUT-051,TUT-5023,1.8,-14.33044,-170.70265,AMSM,Inactive,STR
TUT,,OCC-TUT-052,TUT-75,20.1,-14.36352,-170.76363,AMSM,Inactive,"EAR, STR, ANCHOR"
TUT,,OCC-TUT-053,TUT-5024,8.2,-14.28437,-170.72247,AMSM,Inactive,STR
TUT,,OCC-TUT-054,TUT-1050,4.6,-14.36273,-170.7633,AMSM,Inactive,STR
TUT,TUT-SW,OCC-TUT-055,TUT-340,6.7,-14.36402,-170.762,AMSM,Inactive,STR
TUT,TUT-SW,OCC-TUT-056,TUT-1139,20.1,-14.36451,-170.7626,AMSM,Inactive,STR
TUT,,OCC-TUT-057,TUT-5025,0.3,-14.28428,-170.722,AMSM,Inactive,STR
TUT,,OCC-TUT-058,TUT-09,10,-14.33608,-170.70438,AMSM,Inactive,CAU
TUT,,OCC-TUT-059,TUT-10,12.1,-14.31137,-170.69288,AMSM,Inactive,CAU
TUT,,OCC-TUT-060,TUT-14,14.1,-14.25372,-170.65259,AMSM,Inactive,CAU
TUT,,OCC-TUT-061,TUT-22,15,-14.36594,-170.76336,AMSM,Inactive,CAU
TUT,,OCC-TUT-062,TUT-934,2.4,-14.29198134,-170.6786379,AMSM,Inactive,"WTR, ANCHOR"
WAK,WAK-N,OCC-WAK-001,WAK-23,25,19.31622,166.62725,PRIA,Active,STR
WAK,WAK-N,OCC-WAK-002,WAK-23,13.4,19.31605,166.62722,PRIA,Active,"STR, ANCHOR, CAU"
WAK,WAK-N,OCC-WAK-003,WAK-2000,6.1,19.31575,166.62685,PRIA,Active,STR
WAK,WAK-E,OCC-WAK-004,WAK-2001,25.3,19.30637,166.65149,PRIA,Active,STR
WAK,WAK-E,OCC-WAK-005,WAK-24,14,19.30614,166.65109,PRIA,Active,"STR, ANCHOR, CAU"
WAK,WAK-E,OCC-WAK-006,WAK-2002,5.2,19.3064,166.65062,PRIA,Active,STR
WAK,WAK-S,OCC-WAK-007,WAK-2003,25.6,19.27993,166.6284,PRIA,Active,STR
WAK,WAK-S,OCC-WAK-008,WAK-01,15.2,19.28066,166.62779,PRIA,Active,"STR, ANCHOR, CAU"
WAK,WAK-S,OCC-WAK-009,WAK-2004,4.6,19.2811,166.62803,PRIA,Active,STR
WAK,,OCC-WAK-010,WAK-2005,1.2,19.28868,166.61361,PRIA,Active,STR
WAK,,OCC-WAK-011,WAK-06,12.8,19.29172,166.60743,PRIA,Active,CAU
WAK,WAK-W,OCC-WAK-012,WAK-08,23.5,19.31629,166.598,PRIA,Active,STR
WAK,WAK-W,OCC-WAK-013,WAK-08,13.4,19.31621,166.59826,PRIA,Active,"STR, ANCHOR, RAS, ADP, CTD, CAU"
WAK,WAK-W,OCC-WAK-014,WAK-98,5.2,19.31622,166.59858,PRIA,Active,STR
WAK,WAK-NE,OCC-WAK-015,WAK-2006,18.9,19.32583,166.60979,PRIA,Active,"ADP, SBE37, ANCHOR"
WAK,,OCC-WAK-016,WAK-2007,1.5,19.30863,166.60449,PRIA,Active,STR
WAK,,OCC-WAK-017,WAK-2008,3,19.30736,166.62214,PRIA,Active,"SST-STR, ANCHOR, STR"
WAK,,OCC-WAK-018,WAK-2009,1.2,19.30092,166.63805,PRIA,Active,"STR, EAR, ANCHOR"
WAK,WAK-N,OCC-WAK-019,WAK-23,20.7,19.31624,166.62724,PRIA,Inactive,"STR, SBE37"
WAK,,OCC-WAK-020,WAK-05,18.3,19.30295,166.59486,PRIA,Inactive,"STR, SBE37"
WAK,WAK-S,OCC-WAK-021,WAK-2010,12.2,19.28033,166.62867,PRIA,Inactive,STR
WAK,WAK-S,OCC-WAK-022,WAK-2011,19.8,19.28021,166.62839,PRIA,Inactive,"STR, SBE37"
WAK,WAK-SE,OCC-WAK-023,WAK-2012,20.4,19.27675,166.6572,PRIA,Inactive,"STR, ADP, SBE37, ANCHOR"
WAK,WAK-E,OCC-WAK-024,WAK-24,20.7,19.30636,166.65142,PRIA,Inactive,SBE37
WAK,WAK-SE,OCC-WAK-025,WAK-281,10.7,19.27666,166.65678,PRIA,Inactive,STR
WAK,WAK-SE,OCC-WAK-026,WAK-2013,14.3,19.27666,166.65704,PRIA,Inactive,STR
WAK,WAK-NE,OCC-WAK-027,WAK-2014,9.5,19.32546,166.60963,PRIA,Inactive,STR
WAK,WAK-NE,OCC-WAK-028,WAK-2015,14.3,19.32571,166.60972,PRIA,Inactive,STR
WAK,,OCC-WAK-029,WAK-09,14.4,19.27116,166.65115,PRIA,Inactive,CAU
WAK,,OCC-WAK-030,WAK-13,12.9,19.31576,166.64288,PRIA,Inactive,CAU
ZEA,,OCC-ZEA-001,ZEA-03,23.2,16.68974,145.85348,CNMI,Active,STR
ZEA,,OCC-ZEA-002,ZEA-04,23.2,16.89743,145.85349,CNMI,Inactive,"STR, WTR, ANCHOR"
